track,album_name,artist,release_date,isrc,all_time_rank,track_score,spotify_streams,spotify_playlist_count,spotify_playlist_reach,spotify_popularity,youtube_views,youtube_likes,tiktok_posts,tiktok_likes,tiktok_views,youtube_playlist_reach,apple_music_playlist_count,airplay_spins,siriusxm_spins,deezer_playlist_count,deezer_playlist_reach,amazon_playlist_count,pandora_streams,pandora_track_stations,soundcloud_streams,shazam_counts,explicit_track,spotify_id
I'm the One,EPIC AF,DJ Khaled,2017-01-01,USSM11703300,2704,27.1,1257029279.0,122763.0,29582588.0,67.0,77475141.0,982093.0,475433.0,16501624.0,134170742.0,1488303.0,143.0,42076.0,28.0,72.0,445792.0,44.0,409246415.0,356341.0,6332764.0,,True,3DXncPQOG4VBw3QHh3S817
Stay With Me,Candy Baby,1nonly,2020-07-30,TCAFE2016912,2693,27.1,398942581.0,99939.0,11061124.0,68.0,231553878.0,3275110.0,799566.0,111636857.0,1054813567.0,526856.0,3.0,5.0,,,,,3386783.0,2811.0,,1102075.0,True,4rSfauDT5mDZEkgKScAdDy
Typa Girl,BORN PINK,BLACKPINK,2022-09-16,KRA402200021,2697,27.1,357054107.0,20864.0,10226449.0,66.0,199710937.0,2549362.0,225000.0,94313386.0,790229870.0,117807648.0,5.0,1109.0,14.0,2.0,80569.0,7.0,1790458.0,2002.0,1604862.0,359205.0,True,3BHR1mJOqn2UZyq98YKPgd
Ayy Macarena,Ayy Macarena,Tyga,2019-11-13,USQX91903309,2703,27.1,417311779.0,106485.0,11727622.0,61.0,325105642.0,5043313.0,475505.0,94185459.0,1001763796.0,40073954.0,59.0,1555.0,,42.0,152402.0,3.0,17678350.0,42187.0,,3773690.0,True,6LcauUZjF1eXQrgqMUecHX
ELA PIROU NA DODGE RAM,ELA PIROU NA DODGE RAM - Single,Luan Pereira,2023-03-17,BCX5C2300005,2692,27.1,149455007.0,13028.0,12083352.0,17.0,185077693.0,990325.0,101800.0,22395889.0,272723903.0,325427233.0,2.0,10.0,,20.0,988870.0,9.0,202.0,,1027748.0,53011.0,True,60uJdOohyohJqZhST7lij3
Like What (Freestyle),Like What (Freestyle),Cardi B,2024-03-01,USAT22401675,2696,27.1,23475715.0,2809.0,14222754.0,,21710598.0,476670.0,,3270800.0,27373700.0,648487.0,21.0,5417.0,120.0,14.0,176615.0,31.0,9313905.0,2075.0,1046901.0,164762.0,True,3ytbtkmMnkfwMrBi32a7FD
Party In The U.S.A.,The Time Of Our Lives (International Version),Miley Cyrus,2009-01-01,USHR10924519,2695,27.1,1587114096.0,210519.0,147125974.0,76.0,993529828.0,4526606.0,428033.0,49702880.0,338781002.0,292478893.0,185.0,123744.0,578.0,56.0,1708084.0,33.0,313563554.0,535359.0,,3960920.0,False,3E7dfMvvCLUddWissuqMwr
Wet Dreamz,2014 Forest Hills Drive,J. Cole,2014-12-09,USQX91402592,2724,27.0,1244864869.0,247570.0,43778928.0,76.0,280151086.0,2326991.0,17325.0,7247082.0,49460597.0,19721123.0,18.0,15604.0,29.0,17.0,219251.0,12.0,311023511.0,128771.0,,2769408.0,True,4tqcoej1zPvwePZCzuAjJd
Dhani Ho Sab Dhan,Dhani Ho Sab Dhan,Pawan Singh,2023-01-31,INS7A2352922,2709,27.0,1332230.0,592.0,95570.0,,307838128.0,1528273.0,4972.0,162043.0,2278729.0,,,,,,,,,,,7289.0,False,32Shs2iHwSaLbdp3ZcUiVA
Next Level,Next Level,aespa,2021-05-17,KRA302100169,2715,27.0,245384123.0,26925.0,9940497.0,68.0,514192282.0,6129641.0,94211.0,98935007.0,693149332.0,171506164.0,41.0,5409.0,43.0,2.0,5767.0,33.0,972338.0,1538.0,,547626.0,False,2zrhoHlFKxFTRF5aMyxMoQ
Whiskey Glasses,The Way I Talk,Morgan Wallen,2016-07-29,QZ22S1500059,2712,27.0,806728296.0,86002.0,17665355.0,75.0,429423484.0,1944017.0,80672.0,7719684.0,74890093.0,561554996.0,39.0,166568.0,8.0,3.0,2872.0,21.0,373712957.0,230218.0,,2204392.0,False,57TEkZN3f84tFJFHFrD4pO
Bado Badi,Bado Badi,Chahat Fateh Ali Khan,2024-04-23,GX5PW2400002,2708,27.0,901007.0,18.0,713.0,,31008582.0,437421.0,,,,,,5.0,,,,,,,,,False,
Esta Vida,Esta Vida - Single,Marshmello,2023-04-13,USSD12300013,2719,27.0,94359848.0,23027.0,26530704.0,61.0,66093104.0,558819.0,52600.0,645712.0,13515544.0,112544154.0,37.0,53605.0,,51.0,759785.0,17.0,5455072.0,1197.0,,1195281.0,False,5OSGdSxtulzlzdPdK2MQJC
Dusk Till Dawn - Radio Edit,Dusk Till Dawn (Radio Edit),ZAYN,2017-09-07,USRC11702155,2710,27.0,1687683940.0,177653.0,44326008.0,75.0,2784613.0,49443.0,,,,,117.0,40945.0,,115.0,601297.0,10.0,36235122.0,54088.0,,20400952.0,False,3e7sxremeOE3wTySiOhGiP
Shotta Flow [Remix],Shotta Flow (feat. Blueface) [Remix],NLE Choppa,2019-06-20,QZ85M1951467,2720,27.0,496344788.0,114433.0,11312277.0,21.0,476656319.0,5123098.0,12478.0,3903832.0,31236119.0,214191265.0,5.0,2172.0,,6.0,30933.0,,10490739.0,36718.0,,611475.0,True,5OFlp1fOrfiSXOjw4wuSgy
Bolide allemand,Liens du 100,SDM,2022-12-01,FRUM72202503,2711,27.0,152546936.0,33014.0,4883069.0,68.0,129655800.0,510676.0,97575.0,4800473.0,54647905.0,87631959.0,32.0,6839.0,,23.0,5408422.0,12.0,,,,1390093.0,True,0EzNyXyU7gHzj2TN8qYThj
Amor Tumbado,Mi Nuevo Yo,Natanael Cano,2019-12-24,USDXS1911811,2706,27.0,413743535.0,39980.0,7003058.0,73.0,420669522.0,2712590.0,143494.0,22305613.0,152431204.0,15959347.0,19.0,210.0,42.0,5.0,36707.0,15.0,31804920.0,42137.0,25393281.0,750571.0,False,5aJ1M43pinROpwaPnO8KRj
New Gold (feat. Tame Impala and Bootie Brown),New Gold (feat. Tame Impala and Bootie Brown),Gorillaz,2022-08-31,GBAYE2200462,2723,27.0,155399041.0,62013.0,13710934.0,60.0,32481842.0,684033.0,21669.0,11544855.0,135832597.0,1424027.0,26.0,53724.0,44.0,14.0,128215.0,32.0,5895530.0,1892.0,,562309.0,True,60SvhHtwefT0e2G7i7kOH3
MANIAC,The 4th Mini Album 'VERSUS',VIVIZ,2023-11-02,KRA382321414,2718,27.0,77590300.0,6575.0,6127218.0,,94172195.0,738147.0,3247.0,22942690.0,170046435.0,572720093.0,7.0,,,1.0,151363.0,,,,,168452.0,False,35ZccqI4iHVR0puhGc1u0U
Don't Mind,EPIC AF,Kent Jones,2016-01-01,USSM11603011,2725,27.0,416147244.0,59100.0,10161185.0,59.0,179143462.0,1567574.0,6149383.0,38201187.0,188910778.0,51485355.0,72.0,264.0,,17.0,71207.0,2.0,271379282.0,186183.0,,7577629.0,True,27PmvZoffODNFW2p7ehZTQ
Dientes,Dientes,J Balvin,2023-09-15,QZM5U2300388,2721,27.0,38622215.0,13808.0,12799845.0,4.0,16445144.0,247700.0,1894.0,2705205.0,59118842.0,100931285.0,29.0,61312.0,685.0,30.0,498777.0,17.0,1106891.0,375.0,,1517721.0,True,4vAMy0dxoyoIHGuIgKqcwm
Look Alive (feat. Drake),Look Alive (feat. Drake),BlocBoy JB,2018-02-09,USWB11800211,2717,27.0,982424606.0,140455.0,29753134.0,63.0,123104265.0,916112.0,212758.0,13785747.0,172191863.0,1009012.0,24.0,42470.0,421.0,12.0,18818.0,25.0,356636322.0,99595.0,,2879816.0,True,6HJ34Zyw6bg8yGm28AxLXf
Wake Up! (feat. Juice WRLD),11th Dimension,Ski Mask The Slump God,2024-06-07,USUM72406359,2707,27.0,2886460.0,470.0,4717544.0,,329080.0,29751.0,,,,,,1.0,,,,,3173.0,5.0,260469.0,,True,3pXexc6FHcfGTivRK0jKet
Midnight Rain,Midnights,Taylor Swift,2022-10-21,USUG12205712,2714,27.0,658208129.0,36730.0,23499391.0,72.0,83795730.0,757210.0,86657.0,36893385.0,256300464.0,2047640.0,26.0,2505.0,9.0,2.0,124794.0,26.0,9631678.0,8584.0,,334608.0,False,3rWDp9tBPQR9z6U5YyRSK4
"Lagdi Lahore Di (From ""Street Dancer 3D"")","Lagdi Lahore Di (From ""Street Dancer 3D"")",Guru Randhawa,2020-01-15,INS182000105,2713,27.0,112851903.0,8311.0,4416840.0,61.0,540940484.0,2901887.0,2918900.0,17299421.0,295549159.0,169513706.0,7.0,531.0,,,,3.0,,,,125294.0,False,5I2wbDvSI98HLVB42YO9sU
Boo'd Up,Ella Mai,Ella Mai,2018-10-12,USUM71814738,2726,27.0,79783827.0,9749.0,2909695.0,53.0,606083529.0,3884982.0,,,,97390609.0,21.0,3450.0,,9.0,474845.0,,303470045.0,326293.0,,4230367.0,False,4squZv12LD9M8ooJfoVgZS
A M,A M,Rels B,2019-02-21,QM4TW1987698,2716,27.0,631152992.0,82632.0,15285194.0,76.0,655475553.0,3056895.0,154600.0,53883893.0,353157722.0,,16.0,1313.0,,12.0,222155.0,10.0,219368.0,1301.0,,1136830.0,False,7MmrcXVA7A5zZ2CbDuGHNa
Buttabomma - Telugu,"Buttabomma (From ""Ala Vaikunthapurramuloo"") - Single",Armaan Malik,2019-12-24,INA091916753,2722,27.0,92120986.0,8924.0,2240190.0,56.0,981723299.0,6195434.0,,16396111.0,219466261.0,,8.0,18.0,,,,4.0,9207.0,532.0,,156960.0,False,0dnDTvdUco2UbaBjUtPxNS
Burn It Down,Never Enough,Parker McCollum,2023-05-12,USUM72223494,2737,26.9,42332727.0,7018.0,6690589.0,65.0,23741737.0,116972.0,3495.0,835693.0,14014956.0,479304859.0,22.0,139251.0,5.0,6.0,1675871.0,16.0,36872121.0,7254.0,,307193.0,False,09hVlIVHtEE1nLUv6YGZiW
Tu Fan,tu fan,mafalda cardenal,2023-05-26,QZMZ92325070,2735,26.9,65670361.0,8193.0,4692658.0,66.0,96035934.0,736076.0,608500.0,55379246.0,493111688.0,37699119.0,2.0,613.0,,,,,,,,467250.0,False,2E15s04ukVGhCuIFkk56b8
Whole Lotta Choppas,Whole Lotta Choppas,Sada Baby,2020-08-14,US39N2000446,2731,26.9,55312275.0,16559.0,2391593.0,45.0,39808873.0,574179.0,5063590.0,297105838.0,2188871458.0,61820.0,19.0,5395.0,186.0,3.0,1550.0,,4746084.0,9297.0,,732768.0,True,6hLZzCS4E7AWo3PRBWy6az
Heartless,808s & Heartbreak (Exclusive Edition),Kanye West,2008-01-01,USUM70840511,2738,26.9,1315577954.0,261770.0,60550990.0,79.0,366241783.0,2719377.0,164714.0,32605436.0,250337316.0,105077315.0,96.0,18653.0,67.0,26.0,207876.0,10.0,587055437.0,418628.0,54924850.0,3795507.0,False,4EWCNWgDS8707fNSZ1oaA5
Galaxy Express,Galaxy Express - Single,D Gerrard,2024-01-05,THW092305121,2732,26.9,20710234.0,1513.0,1465628.0,61.0,89001571.0,370896.0,,,,736027111.0,7.0,1203.0,,,,,405.0,,,58364.0,False,6BqnE3hiqtywrLMJ3ulYDp
Skate,Skate,Bruno Mars,2021-07-30,USAT22104222,2733,26.9,248947222.0,70726.0,16159530.0,63.0,129102965.0,1676120.0,1494.0,372385.0,5258682.0,747385177.0,95.0,122909.0,20.0,51.0,781953.0,36.0,15760107.0,7726.0,,1701042.0,False,7jvCeWOSnJs2N3spqobWnO
Mercy,Mercy,Shawn Mendes,2016-08-18,USUM71603531,2727,26.9,1351515181.0,114379.0,33997882.0,74.0,602907962.0,5996722.0,154068.0,27390411.0,169125285.0,17674579.0,14.0,54431.0,245.0,33.0,125150.0,23.0,216511252.0,93292.0,903940.0,5017015.0,False,0AS63m1wHv9n4VVRizK6Hc
Dame Tu Cosita (feat. Cutty Ranks),Dame Tu Cosita,El Chombo,2018-04-15,FR6Q11800035,2729,26.9,47325533.0,11423.0,1899926.0,54.0,585319992.0,2136542.0,5161110.0,484259534.0,6695334604.0,,3.0,6147.0,13.0,2.0,428.0,,328189.0,11258.0,,580948.0,False,09SNuR471zu5nVvC4IVG8j
Enemy - from the series Arcane League of Legends,Enemy (from the series Arcane League of Legends),Imagine Dragons,2021-10-27,USUM72120989,2728,26.9,313209345.0,57092.0,6389142.0,65.0,,,33762.0,17669829.0,145431218.0,,6.0,,,1.0,173.0,1.0,24726484.0,20793.0,,9602713.0,False,5UlnuulVAVmmesw4VzqHdG
Dear John,End of the World,Wild Child,2023-03-31,QMB622200356,2730,26.9,271785.0,152.0,7172.0,21.0,281209604.0,1652039.0,,,,483188.0,,365.0,,,,,7503.0,,,,False,4mdvNScqKBtWNNUbwahNxa
Mount Everest,Mount Everest,Labrinth,2019-06-21,GBHMU1800032,2734,26.9,612159812.0,128472.0,33056872.0,72.0,218832200.0,3089060.0,911853.0,458425066.0,3490816416.0,3238676.0,32.0,34.0,301.0,23.0,112133.0,14.0,,,,4948372.0,True,1ZdhOMWyFR8Iv9eylMGYg2
Escn,Escn,engo Flow,2023-08-25,QZ7R42353128,2736,26.9,63748913.0,11841.0,9184869.0,60.0,109386782.0,532629.0,13700.0,438906.0,4695060.0,434486494.0,4.0,481.0,113.0,4.0,34988.0,,306518.0,289.0,420845.0,202893.0,True,1jtlQznvROmiq3b3gulGzE
LAISSE MOI,LAISSE MOI,KeBlack,2023-09-08,DGA092316630,2743,26.8,76805130.0,12362.0,2698463.0,,62061765.0,290394.0,110539.0,21137395.0,261958744.0,196973081.0,7.0,12888.0,,17.0,6791140.0,17.0,587.0,,276434.0,972269.0,True,7suxBPq3kEASZRSX4AOQOc
This Is The Life,This Is The Life,LIZOT,2023-10-13,DEUM72311113,2750,26.8,72773866.0,23003.0,14286816.0,71.0,5868964.0,68984.0,,,,,15.0,1222.0,,21.0,317385.0,9.0,,,2575572.0,209235.0,False,3Me5bYXeDXqjBVgug53Ula
Baian,Baian,Bakermat,2019-07-26,NLE801900440,2739,26.8,402771910.0,128641.0,26735486.0,73.0,131360082.0,1357948.0,386586.0,71432760.0,1028129238.0,251574.0,76.0,20908.0,,84.0,7706000.0,,1576753.0,3177.0,10115777.0,3135726.0,False,780be5fB7823aHG06mwTat
Homicide (feat. Eminem),Homicide,Logic,2019-05-03,USUM71908267,2751,26.8,526019789.0,102549.0,19459269.0,64.0,272873622.0,4245401.0,8436.0,2207422.0,21779736.0,3146026.0,16.0,881.0,,10.0,32864.0,6.0,67610754.0,58919.0,21666713.0,850346.0,True,7M2tXmeS15NAzEn7ABFeBg
More Than My Hometown,More Than My Hometown,Morgan Wallen,2020-04-17,QZ22S1800117,2755,26.8,503296417.0,55067.0,8724047.0,74.0,198319407.0,665110.0,101364.0,12089070.0,124574139.0,360980228.0,27.0,114836.0,31.0,3.0,3237.0,9.0,183787853.0,38592.0,4962564.0,986413.0,False,0IRZwSCWFdT5D8hNCXHzZX
Work Out,Work Out,J. Cole,2011-07-04,USQX91100801,2740,26.8,955547971.0,199078.0,33681550.0,76.0,310902280.0,2357811.0,83230.0,15376388.0,130023976.0,7369620.0,42.0,864.0,92.0,13.0,46065.0,9.0,732322744.0,696800.0,,5104518.0,True,2wAJTrFhCnQyNSD3oUgTZO
Soltera,pico,Lunay,2019-10-25,USA2P1955945,2744,26.8,170646969.0,5488.0,1084442.0,47.0,990507015.0,5312366.0,,,,298488940.0,5.0,3645.0,2.0,,,,13794016.0,6494.0,,,False,78uXMDNh2W2jZVrc4qBatZ
Fall In Love Alone,Fall In Love Alone,Stacey Ryan,2022-05-13,USUG12202833,2746,26.8,250626750.0,28158.0,11808223.0,66.0,42387613.0,401947.0,1724955.0,158358329.0,1888735985.0,18603572.0,17.0,14448.0,7.0,8.0,296083.0,2.0,90855.0,566.0,,438027.0,False,5xwBIieMMFUmLDgvG4DjFe
Huntin W,Might Delete Later,J. Cole,2024-04-05,USUG12402405,2747,26.8,36972292.0,5914.0,4824184.0,,7753794.0,139155.0,,,,399839.0,3.0,56.0,,,,,1780082.0,576.0,,66418.0,True,2cH8wHImerFokgmhjyhCTU
Plain Jane,Plain Jane,A$AP Ferg,2017-08-04,USRC11701803,2752,26.8,733772721.0,146447.0,26777778.0,65.0,251008598.0,3281866.0,1638742.0,86025556.0,707393379.0,4519334.0,104.0,362.0,28.0,13.0,60539.0,15.0,98462005.0,71224.0,,7570376.0,True,4dVpf9jZjcORqGTLUaeYj9
ORANGE SODA,ORANGE SODA,Baby Keem,2019-07-16,QM6N21900076,2745,26.8,676690653.0,183862.0,33470385.0,73.0,69181584.0,992247.0,62163.0,26055931.0,203414980.0,70684.0,34.0,9442.0,3.0,8.0,26697.0,2.0,12499559.0,25352.0,,1211769.0,True,5FkoSXiJPKTNyYgALRJFhD
Clap For 'Em (feat. Flo Milli & Sada Baby),Clap For 'Em (feat. Flo Milli & Sada Baby),YungManny,2021-03-20,USRC12003901,2753,26.8,21634137.0,6881.0,1871089.0,40.0,1198045.0,19492.0,4857888.0,200277564.0,1553141547.0,,10.0,62.0,11.0,5.0,12192.0,,670016.0,1356.0,,282245.0,True,5caZgotE4D6elZpd5S4wlX
Righteous,Righteous,Juice WRLD,2020-04-24,USUG12000979,2749,26.8,553627198.0,108088.0,18837961.0,64.0,293505196.0,3213599.0,79391.0,5994142.0,43552260.0,48193048.0,32.0,298.0,31.0,12.0,64179.0,6.0,36471765.0,20123.0,,672702.0,True,5dOxHHMOFAbG3VH23t0xNm
T,Odisea,Ozuna,2017-08-25,USXDR1700551,2742,26.8,500508660.0,31360.0,12078276.0,68.0,978838486.0,4506721.0,774300.0,14707010.0,136354987.0,151743372.0,12.0,5291.0,65.0,2.0,41455.0,6.0,167609560.0,68009.0,,1325578.0,False,5zSOVwaY3sVjnmLhuEfsuf
Casei Com a Putaria,Casei Com a Putaria,Mc Paiva ZS,2022-07-01,BXKG22200702,2748,26.8,255564797.0,31242.0,9239751.0,63.0,264486017.0,1523924.0,46722.0,23505507.0,183685728.0,173994448.0,,43.0,,23.0,2170095.0,7.0,,,,,True,1OZ4uv7OAP24Ix6j3vojLt
9mm,Memphis Cult Vol. 6,Memphis Cult,2023-02-23,UKEX32307199,2754,26.8,157826873.0,34124.0,27264746.0,4.0,33874675.0,706576.0,564.0,43560.0,587731.0,,5.0,2.0,,1.0,70402.0,,,,5331366.0,1530751.0,True,3K5KXm1uZjiyQk0J7op1xf
SOLO - Live,BLACKPINK 2018 TOUR 'IN YOUR AREA' SEOUL (Live),BLACKPINK,2019-08-30,KRA401900098,2741,26.8,6197708.0,428.0,185336.0,26.0,1100441738.0,18179095.0,492.0,63986.0,421369.0,104659155.0,,4.0,,,,,184239.0,1661.0,,5791.0,False,4ioOuBakOUKAdSpm9E46kP
Envy Me,Envy Me,Calboy,2018-09-13,USHM91813257,2759,26.7,492873992.0,86600.0,11849689.0,58.0,319720084.0,2660740.0,844804.0,132042330.0,1010801789.0,7334207.0,23.0,44994.0,106.0,13.0,355605.0,9.0,170122692.0,172630.0,,2325132.0,True,7rvyVWja33WG9R97oeJAjx
DEJA VU,DEJA VU,Luan Santana,2023-12-07,BR27R2300050,2762,26.7,117285775.0,5157.0,14287746.0,,74303022.0,525485.0,,,,1329005783.0,16.0,2808.0,,41.0,10451762.0,17.0,,,,79791.0,False,2IDf0IZ9dfw0uDYV2n1bJc
Gr,Gr Bak - Si,Fatih Bulut,2024-03-08,TRBIY2400022,2770,26.7,11315262.0,557.0,765288.0,,53172804.0,172426.0,,,,83084501.0,2.0,,,1.0,1566667.0,,,,,94321.0,False,00zpoHL8I7zlPzWEbSYDgB
vendetta!,vendetta!,MUPP,2022-05-20,QM4TX2285434,2773,26.7,317919778.0,77387.0,27153082.0,68.0,51618223.0,617981.0,11600.0,6821906.0,60936894.0,28998158.0,17.0,,,3.0,91280.0,,3261038.0,2540.0,,825474.0,True,5Sk39LuvdwuvL84jD01Dum
T OK (Re,T OK (Remix) (feat. MC Kevin o Ch,DENNIS,2023-08-03,BRSME2301107,2775,26.7,112629182.0,13995.0,21476863.0,68.0,45525215.0,604580.0,367300.0,37624994.0,569736479.0,21091552.0,16.0,3689.0,,43.0,1673614.0,29.0,5997084.0,1423.0,,488961.0,False,35FW5OEe4p38LdjK1KqT2X
I'll Be Waiting,I'll Be Waiting,Cian Ducrot,2022-11-10,GBUM72205880,2756,26.7,185042019.0,41058.0,8054809.0,62.0,35977202.0,482490.0,923.0,7073614.0,68670799.0,143011080.0,35.0,78838.0,189.0,19.0,88224.0,2.0,1099976.0,1460.0,1809877.0,958912.0,False,04zpnoSROKFTCfgkoPcZ5A
Admirin' You (feat. Preston Pablo),Admirin' You (feat. Preston Pablo),Karan Aujla,2023-08-01,CAW112300241,2760,26.7,97989585.0,11146.0,3310108.0,63.0,102363097.0,1045313.0,,,,,16.0,663.0,,1.0,117.0,19.0,25772.0,17.0,2727014.0,157502.0,False,6ygiy70ujkNOYXM1tQuMNe
Untitled #13,Untitled #13,Glwzbll,2023-04-04,RUA1D2328942,2757,26.7,32244050.0,12908.0,2414592.0,58.0,103148536.0,1493640.0,549545.0,144496419.0,1579523296.0,,1.0,1.0,,,,,,,1411078.0,416085.0,False,1YXV3fSpNgxXSfhsEgRmtb
El Belic,El Belic,Peso Pluma,2022-02-04,QMFMF2141501,2767,26.7,254275891.0,27949.0,5762358.0,64.0,326775934.0,1525536.0,65900.0,15883571.0,217432850.0,3365559.0,10.0,15.0,1.0,,,15.0,25341310.0,7579.0,,488932.0,True,5bU6rOWXTwagpjUcGp7I8N
imgonnagetyouback,THE TORTURED POETS DEPARTMENT: THE ANTHOLOGY,Taylor Swift,2024-04-19,USUG12402541,2764,26.7,88244010.0,2659.0,8584946.0,,7381186.0,96742.0,5844.0,1925300.0,14644000.0,,9.0,91.0,,1.0,21170.0,13.0,1597647.0,490.0,,32559.0,False,1kcwpPDQnqEqmezzXdJTCP
Roses (with Juice WRLD feat. Brendon Urie),Roses (with Juice WRLD feat. Brendon Urie),benny blanco,2018-12-05,USUM71820961,2772,26.7,475881575.0,74084.0,11532863.0,57.0,40942190.0,516795.0,11387.0,3941871.0,41147911.0,1118318.0,24.0,232.0,,13.0,40167.0,,65695069.0,80691.0,67874316.0,710406.0,True,1KVczjazCcCCgM3gXXUl47
BANZAI!,BANZAI!,Kazuo,2022-12-24,JPWP02202338,2769,26.7,118164.0,91.0,607.0,10.0,341971709.0,1203797.0,4.0,2599.0,20739.0,8732.0,,11.0,,,,,,,,,True,3JfVOKTpHdfFo38DaxHL7X
One Thing Right,One Thing Right (feat. Kane Brown),Marshmello,2019-06-21,US6XF1800275,2763,26.7,545011148.0,69335.0,15972797.0,65.0,312775703.0,3080420.0,134588.0,17058045.0,170167441.0,261719017.0,75.0,40925.0,56.0,64.0,349555.0,28.0,209791942.0,115849.0,,3044970.0,False,7gZXCjAy6nxKCQWLEeX4LZ
Wildest Dreams,1989 (Deluxe),Taylor Swift,2014-01-01,USCJY1431379,2771,26.7,964058806.0,102916.0,33415141.0,70.0,930982185.0,5528129.0,339413.0,137427132.0,1025978293.0,1227241692.0,76.0,5572.0,150.0,9.0,130475.0,6.0,450171421.0,240224.0,,5306715.0,False,3fVnlF4pGqWI9flVENcT28
Calling For You (feat. 21 Savage),For All The Dogs,Drake,2023-10-06,USUG12306068,2758,26.7,74265576.0,23221.0,3122350.0,,,,,,,,6.0,2407.0,,5.0,157363.0,,795559.0,695.0,3639035.0,163845.0,True,2nibvvDdAQkVraYP00z2RS
Like That,WE DON'T TRUST YOU,Future,2024-03-20,USSM12402255,2774,26.7,352623365.0,932.0,622889.0,,,,,,,,136.0,,,2.0,126445.0,,,,,,False,5M2KX4eOJLWlPdjV1UPwzS
What About Us,What About Us,P!nk,2017-08-10,USRC11701586,2765,26.7,788403596.0,79260.0,39889584.0,70.0,508358793.0,3107893.0,38617.0,22964606.0,215488504.0,97454332.0,117.0,127448.0,51.0,68.0,904824.0,34.0,240715082.0,66928.0,,8147466.0,False,0Qh38w01QRXK6KHIv0e3hb
On The Floor,VTM Kzoom Hits Best Of 2011,Jennifer Lopez,2011-01-01,USUM71100721,2768,26.7,456241170.0,89265.0,34214641.0,69.0,2333347395.0,9971513.0,341638.0,171375947.0,1446146402.0,1770256542.0,70.0,4150.0,48.0,51.0,1139278.0,24.0,,,,243509.0,False,0Oe49j06Bjrxs8PltuVeaW
Mentalit,EP2,Baby Gang,2022-06-17,ITC6Q2200040,2761,26.7,120605300.0,50347.0,2257680.0,66.0,116373773.0,1063920.0,316335.0,18244859.0,261974228.0,33886375.0,6.0,157.0,,3.0,6160.0,8.0,,,,1812780.0,True,6bgI3JZPDLm6gDE75utatQ
"Taki Taki (with Selena Gomez, Ozuna & Cardi B)","Taki Taki (with Selena Gomez, Ozuna & Cardi B)",DJ Snake,2018-09-28,USUG11801723,2766,26.7,1569891590.0,133300.0,51381606.0,66.0,384590913.0,3935031.0,592538.0,46194014.0,530240861.0,103487881.0,,325.0,124.0,35.0,44351.0,70.0,,,,,True,4w8niZpiMy6qz1mntFA5uM
Captain Hook,Suga,Megan Thee Stallion,2020-03-06,QMCE32000098,2787,26.6,199063354.0,27343.0,10046715.0,59.0,140058306.0,1231359.0,2880229.0,128729922.0,1039448470.0,1402732.0,30.0,1605.0,50.0,9.0,49722.0,12.0,56991073.0,64313.0,14093735.0,692819.0,True,1E3VQQWFQAPJkXfYHjqWoI
,,Djpaoremix,2023-02-03,QZDA42300052,2792,26.6,134274.0,70.0,4970.0,,6873380.0,41796.0,2100000.0,20188963.0,379926509.0,,,,,,,,,,,3926.0,False,
I'll Be There,I'll Be There,Robin Schulz,2023-10-13,DEA622302401,2789,26.6,21067560.0,4684.0,9704010.0,,8446909.0,70328.0,,253568.0,3385213.0,33125935.0,21.0,108458.0,19.0,17.0,5754915.0,12.0,35204.0,22.0,,633019.0,False,0JwXH0xA7o7HUfVfyFh1H6
Heavy stunts (with Don Toliver),King tonka,Yeat,2024-05-03,USUM72405093,2777,26.6,11680886.0,2796.0,4428363.0,,,,,,,,4.0,26.0,2.0,,,9.0,23440.0,54.0,1125902.0,28986.0,True,6aC3a6uYGxo2uTAmYPUI1d
Time Today,Time Today,Moneybagg Yo,2021-02-03,USUM72101019,2785,26.6,191071471.0,61218.0,9916175.0,65.0,109977159.0,1028822.0,60304.0,8245826.0,67883730.0,64439007.0,53.0,144521.0,676.0,8.0,74205.0,11.0,147467680.0,30372.0,,1381684.0,True,0YrKSfpvflYnLSBd4Jtu6J
Hold Me While You Wait,Hold Me While You Wait,Lewis Capaldi,2019-05-03,DEUM71900680,2790,26.6,793528511.0,99106.0,36201454.0,70.0,318332999.0,2522360.0,191871.0,22545934.0,140058016.0,195.0,46.0,68500.0,98.0,22.0,48891.0,11.0,76501913.0,40602.0,,3493866.0,False,60iSKGrGazRzICtMjADNSM
messy in heaven,messy in heaven,venbee,2022-09-23,GBARL2201891,2779,26.6,120785398.0,45503.0,9878550.0,59.0,25495861.0,202181.0,24429.0,3729330.0,64940140.0,330803.0,34.0,62413.0,231.0,17.0,214166.0,26.0,836667.0,276.0,6455224.0,742291.0,False,2q7sfsG3qyoMvfQzKdhC3K
Maquillaje,Maquillaje - Single,Renn,2024-01-10,QZZ662405291,2776,26.6,71320813.0,6751.0,23980309.0,76.0,42538475.0,287894.0,,760808.0,7603158.0,22607618.0,5.0,1952.0,,17.0,817857.0,13.0,32907.0,116.0,,428764.0,True,16flcJEZHzqoSRv7Ku5gjJ
Shiver,Shiver,John Summit,2024-02-14,USUG12401003,2788,26.6,30048265.0,7304.0,26556055.0,,5098200.0,65463.0,,,,50446943.0,26.0,12133.0,50.0,12.0,281673.0,55.0,1813290.0,438.0,1276726.0,268143.0,False,32VIrOsJmwvqRm4rWFBCsi
